com.samsung.health.exercise
time_offset,max_rpm,live_data,mean_rpm,distance,max_caloricburn_rate,additional,altitude_gain,deviceuuid,duration,update_time,datauuid,location_data,decline_distance,altitude_loss,mean_caloricburn_rate,incline_distance,max_altitude,max_cadence,create_time,mean_speed,mean_heart_rate,count_type,custom,end_time,count,min_altitude,max_speed,exercise_type,pkg_name,start_time,max_power,mean_power,min_heart_rate,calorie,comment,max_heart_rate,exercise_custom_type,mean_cadence
-14400000,,live_data.102.blob,,1294.81,,,,dOU0jyvERH,1019949,2017-08-25 18:13:18.220,2b53873c-f6c4-335a-05fd-90f3fd3fb92c,location_data.103.blob,,,,,,0.0,2017-08-25 18:13:18.220,1.3064579,0.0,,,2017-08-25 18:12:16.767,,,1.4166666,1001,com.sec.android.app.shealth,2017-08-25 17:55:16.818,,,0.0,86.09,,0.0,,0.0
-14400000,,live_data.104.blob,,1148.99,,,,HhGX3b5ODm,882397,2017-08-30 10:15:28.553,db48c5ad-ba3e-49b3-b9f6-bab322845a31,,,,,,,,2017-08-30 10:15:28.553,1.3021237,,,,2017-08-30 10:05:42.000,,,1.5833334,1001,com.sec.android.app.shealth,2017-08-30 09:51:00.000,,,,72.54,,,,
-14400000,,live_data.105.blob,,1104.312,,,,dOU0jyvERH,991530,2017-08-30 10:07:16.164,b301fd30-b30f-8b88-461e-e632b8eaa1f1,location_data.106.blob,,,,,,0.0,2017-08-30 10:07:16.164,1.2151549,0.0,,,2017-08-30 10:06:15.305,,,1.6111112,1001,com.sec.android.app.shealth,2017-08-30 09:49:43.775,,,0.0,76.68,,0.0,,0.0
-14400000,,live_data.107.blob,,915.74,,,,HhGX3b5ODm,668106,2017-08-30 18:46:23.485,3e02c8d1-11b7-4faa-991a-65b75879161a,,,,,,,,2017-08-30 18:46:23.485,1.3706508,,,,2017-08-30 18:35:08.000,,,1.6666666,1001,com.sec.android.app.shealth,2017-08-30 18:24:00.000,,,,57.54,,,,
-14400000,,live_data.108.blob,,807.742,,,,dOU0jyvERH,656459,2017-08-30 18:36:00.416,654b69c6-1b80-7edc-37e4-6294f1085688,location_data.109.blob,,,,,,0.0,2017-08-30 18:36:00.416,1.3501467,0.0,,,2017-08-30 18:34:59.392,,,1.4444444,1001,com.sec.android.app.shealth,2017-08-30 18:24:02.933,,,0.0,58.63,,0.0,,0.0
-14400000,,live_data.110.blob,,,,,,dOU0jyvERH,1173617,2017-08-31 10:19:26.599,0ba795f3-14f3-9e7e-3ec8-d04405b867f4,location_data.111.blob,,,,,,0.0,2017-08-31 10:19:26.599,,0.0,,,2017-08-31 10:17:45.190,,,,15006,com.sec.android.app.shealth,2017-08-31 09:58:11.573,,,0.0,163.263,,0.0,,0.0
-14400000,,live_data.112.blob,,,,,,dOU0jyvERH,1139954,2017-09-02 11:10:36.139,f47face1-08d8-6de1-1cf6-364793c1371f,location_data.113.blob,,,,,,0.0,2017-09-02 11:10:36.139,,0.0,,,2017-09-02 11:10:00.047,,,,11007,com.sec.android.app.shealth,2017-09-02 10:51:00.093,,,0.0,253.728,,0.0,,0.0
-14400000,,live_data.114.blob,,,,,,dOU0jyvERH,1110197,2017-09-02 11:33:39.354,f9fd9976-b916-c0e1-892f-57c0da818f6d,location_data.115.blob,,,,,,0.0,2017-09-02 11:33:39.354,,0.0,,,2017-09-02 11:33:00.001,,,,11007,com.sec.android.app.shealth,2017-09-02 11:14:29.804,,,0.0,247.105,,0.0,,0.0
-14400000,,live_data.116.blob,,,,,,dOU0jyvERH,958879,2017-09-02 11:49:22.737,1182edc4-0906-2586-050c-adc01cac70a0,location_data.117.blob,,,,,,0.0,2017-09-02 11:49:22.737,,0.0,,,2017-09-02 11:49:00.039,,,,11007,com.sec.android.app.shealth,2017-09-02 11:33:01.160,,,0.0,213.425,,0.0,,0.0
-14400000,,live_data.118.blob,,,,,,dOU0jyvERH,1707903,2017-09-02 13:04:24.631,12a0f346-8e72-ac20-8414-d76fe53087a8,location_data.119.blob,,,,,,0.0,2017-09-02 13:04:24.631,,0.0,,,2017-09-02 13:04:00.063,,,,11007,com.sec.android.app.shealth,2017-09-02 12:35:32.160,,,0.0,380.141,,0.0,,0.0
-14400000,,live_data.120.blob,,721.72,,,,dOU0jyvERH,639883,2017-09-03 16:34:47.224,7162a939-d995-f7c4-f6c7-ac54b5a07651,location_data.121.blob,,,,,,0.0,2017-09-03 16:34:47.224,1.3655045,0.0,,,2017-09-03 16:33:44.982,,,1.5194889,1001,com.sec.android.app.shealth,2017-09-03 16:23:05.099,,,0.0,48.39,,0.0,,0.0
-14400000,,live_data.122.blob,,705.58,,,,dOU0jyvERH,656532,2017-09-03 18:47:49.345,684afa12-6f90-01b5-62c1-ec09c385501b,location_data.123.blob,,,,,,0.0,2017-09-03 18:47:49.345,1.5641612,0.0,,,2017-09-03 18:46:48.273,,,2.1666667,1001,com.sec.android.app.shealth,2017-09-03 18:35:51.741,,,0.0,55.16,,0.0,,0.0
-14400000,,live_data.124.blob,,735.57,,,,dOU0jyvERH,641556,2017-09-03 20:10:33.713,312a0517-6b46-94be-c087-7e7332df3e4a,location_data.125.blob,,,,,,0.0,2017-09-03 20:10:33.713,1.3227261,0.0,,,2017-09-03 20:09:32.088,,,1.7222222,1001,com.sec.android.app.shealth,2017-09-03 19:58:50.532,,,0.0,56.12,,0.0,,0.0
-14400000,,live_data.126.blob,,,,,,dOU0jyvERH,1182345,2017-09-06 10:36:54.370,a307e049-1efc-cc5b-6131-43658ac4d48a,location_data.127.blob,,,,,,0.0,2017-09-06 10:36:54.370,,0.0,,,2017-09-06 10:35:12.533,,,,15006,com.sec.android.app.shealth,2017-09-06 10:15:30.188,,,0.0,164.477,,0.0,,0.0
-14400000,,live_data.128.blob,,1072.1,,,,dOU0jyvERH,908866,2017-09-10 14:55:58.226,b7b539bd-b35e-bf65-79f9-f77da1d45674,location_data.129.blob,,,,,,0.0,2017-09-10 14:55:58.226,1.2136121,0.0,,,2017-09-10 14:54:56.431,,,1.4641165,1001,com.sec.android.app.shealth,2017-09-10 14:39:47.565,,,0.0,72.45,,0.0,,0.0
-14400000,,live_data.130.blob,,788.839,,,,dOU0jyvERH,671037,2017-09-10 15:39:59.534,be15f87e-cbf0-998f-4fe9-805f7fb2e820,location_data.131.blob,,,,,,0.0,2017-09-10 15:39:59.534,1.4835135,0.0,,,2017-09-10 15:38:57.331,,,2.0555556,1001,com.sec.android.app.shealth,2017-09-10 15:27:46.294,,,0.0,58.8,,0.0,,0.0
-14400000,,live_data.132.blob,,,,,,dOU0jyvERH,814087,2017-09-13 10:17:14.084,97ec817f-5237-7dc3-08e6-1d78ecf4d3a0,location_data.133.blob,,,,,,0.0,2017-09-13 10:17:14.084,,0.0,,,2017-09-13 10:15:32.496,,,,15006,com.sec.android.app.shealth,2017-09-13 10:01:58.409,,,0.0,113.248,,0.0,,0.0
-14400000,,live_data.134.blob,,2478.54,,,,HhGX3b5ODm,1688569,2017-09-17 12:28:21.889,1145619e-29db-461f-8028-cd96a31b38fe,,,,,,,,2017-09-17 12:28:21.889,1.4678346,,,,2017-09-17 12:25:44.000,,,1.5555556,1001,com.sec.android.app.shealth,2017-09-17 11:57:36.000,,,,158.45,,,,
-14400000,,live_data.135.blob,,906.341,,,,dOU0jyvERH,917755,2017-09-15 09:57:34.556,9844dfa5-0b94-e20d-4b20-5b20b4581897,location_data.136.blob,,,,,,0.0,2017-09-15 09:57:34.556,1.207284,0.0,,,2017-09-15 09:56:32.622,,,1.6666666,1001,com.sec.android.app.shealth,2017-09-15 09:41:14.867,,,0.0,78.65,,0.0,,0.0
-14400000,,live_data.137.blob,,1253.791,,,,dOU0jyvERH,970205,2017-09-17 12:26:43.636,9029e052-8e88-f672-3a5d-9affe8825944,location_data.138.blob,,,,,,0.0,2017-09-17 12:26:43.636,1.4466333,0.0,,,2017-09-17 12:25:41.724,,,1.5277778,1001,com.sec.android.app.shealth,2017-09-17 12:09:31.519,,,0.0,88.3,,0.0,,0.0
-14400000,,live_data.139.blob,,,,,,dOU0jyvERH,1176260,2017-09-20 10:17:44.749,79584e3d-5283-c060-073d-c32654713581,location_data.140.blob,,,,,,0.0,2017-09-20 10:17:44.749,,0.0,,,2017-09-20 10:16:02.590,,,,15006,com.sec.android.app.shealth,2017-09-20 09:56:26.330,,,0.0,163.63,,0.0,,0.0
-14400000,,live_data.141.blob,,2729.46,,,,dOU0jyvERH,2068557,2017-09-24 13:50:54.532,c1edf8f7-1cf7-5d4b-424b-6a42761cf9ca,location_data.142.blob,,,,,,0.0,2017-09-24 13:50:54.532,1.4930695,0.0,,,2017-09-24 13:49:53.580,,,1.6388888,1001,com.sec.android.app.shealth,2017-09-24 13:15:25.023,,,0.0,208.5,,0.0,,0.0
-14400000,,live_data.143.blob,,,,,,dOU0jyvERH,756811,2017-09-27 10:20:44.269,c6d5a597-2d92-56ce-ec1d-7837178d8358,location_data.144.blob,,,,,,0.0,2017-09-27 10:20:44.269,,0.0,,,2017-09-27 10:19:02.207,,,,15006,com.sec.android.app.shealth,2017-09-27 10:06:25.396,,,0.0,105.28,,0.0,,0.0
-14400000,,live_data.145.blob,,963.08,,,,dOU0jyvERH,855360,2017-09-29 09:49:42.229,7fcede8d-9786-e709-130b-58aeb76b0712,location_data.146.blob,,,,,,0.0,2017-09-29 09:49:42.229,1.2916443,0.0,,,2017-09-29 09:48:40.814,,,1.5277778,1001,com.sec.android.app.shealth,2017-09-29 09:34:25.454,,,0.0,76.32,,0.0,,0.0
-14400000,,live_data.147.blob,,4544.295,,,,dOU0jyvERH,3954170,2017-09-30 12:57:46.973,b9157155-4ef2-b1bf-ef7c-5abbda8182f2,location_data.148.blob,2112.559,,,1090.143,1032.828,0.0,2017-09-30 12:57:40.169,1.16923,125.0,,,2017-09-30 12:53:13.165,,377.322,8.825,11007,com.sec.android.app.shealth,2017-09-30 11:47:20.413,,,78.0,209.65,,169.0,,0.0
-14400000,,live_data.149.blob,,906.06,,,,dOU0jyvERH,896373,2017-10-03 10:22:58.201,d09d5cf6-3bc9-1511-4175-4e27874eec68,location_data.150.blob,,,,,,0.0,2017-10-03 10:22:58.201,1.187548,0.0,,,2017-10-03 10:21:57.773,,,1.3409985,1001,com.sec.android.app.shealth,2017-10-03 10:07:01.400,,,0.0,100.11,,0.0,,0.0
-14400000,,live_data.151.blob,,960.75,,,,dOU0jyvERH,702622,2017-10-03 13:39:14.715,bead617d-8c7d-a5be-d56f-1a2489842416,location_data.152.blob,,,,,,0.0,2017-10-03 13:39:14.715,1.4576122,0.0,,,2017-10-03 13:38:13.002,,,1.5277778,1001,com.sec.android.app.shealth,2017-10-03 13:26:30.380,,,0.0,62.44,,0.0,,0.0
-14400000,,live_data.153.blob,,,,,,dOU0jyvERH,1203286,2017-10-04 10:13:14.542,05634997-f66f-473a-a844-445700b2066c,location_data.154.blob,,,,,,0.0,2017-10-04 10:13:14.542,,0.0,,,2017-10-04 10:11:33.782,,,,15006,com.sec.android.app.shealth,2017-10-04 09:51:30.496,,,0.0,167.39,,0.0,,0.0
-14400000,,live_data.155.blob,,948.53,,,,dOU0jyvERH,752222,2017-10-04 18:11:34.457,c5965976-d41e-5111-fbda-6628b504db4e,location_data.156.blob,,,,,,0.0,2017-10-04 18:11:34.457,1.353286,0.0,,,2017-10-04 18:10:32.717,,,1.5,1001,com.sec.android.app.shealth,2017-10-04 17:58:00.495,,,0.0,69.22,,0.0,,0.0
-14400000,,live_data.157.blob,,770.523,,,,dOU0jyvERH,644758,2017-10-07 11:30:03.085,f3422529-9be8-9eba-d99b-5e15e4930c96,location_data.158.blob,,,,,,0.0,2017-10-07 11:30:03.085,1.2522686,0.0,,,2017-10-07 11:29:01.859,,,1.5277778,1001,com.sec.android.app.shealth,2017-10-07 11:18:17.101,,,0.0,67.9,,0.0,,0.0
-14400000,,live_data.159.blob,,,,,,dOU0jyvERH,1545167,2017-10-08 11:59:51.409,da1e6d9b-5736-b3fb-f11e-6367dc720d00,location_data.160.blob,,,,,,0.0,2017-10-08 11:59:51.409,,0.0,,,2017-10-08 11:58:20.381,,,,0,com.sec.android.app.shealth,2017-10-08 11:32:35.214,,,0.0,131.91,,0.0,,0.0
-14400000,,live_data.161.blob,,,,,,dOU0jyvERH,1134279,2017-10-11 10:25:06.858,ff572590-c207-6e21-9a9a-b1fe423ac51c,location_data.162.blob,,,,,,0.0,2017-10-11 10:25:06.858,,0.0,,,2017-10-11 10:23:25.568,,,,15006,com.sec.android.app.shealth,2017-10-11 10:04:31.289,,,0.0,157.79,,0.0,,0.0
-14400000,,live_data.163.blob,,2205.899,,,,dOU0jyvERH,2185847,2017-10-12 12:48:23.151,a205545f-a4bc-d35d-2cc8-18444d5cc18e,location_data.164.blob,,,,,,0.0,2017-10-12 12:48:23.151,1.2860174,0.0,,,2017-10-12 12:47:22.474,,,1.5,1001,com.sec.android.app.shealth,2017-10-12 12:10:56.627,,,0.0,179.44,,0.0,,0.0
-14400000,,live_data.165.blob,,1037.779,,,,dOU0jyvERH,926313,2017-10-13 09:54:24.807,5fd8d55e-76cd-4771-02ed-bd6d5a55cb9a,location_data.166.blob,,,,,,0.0,2017-10-13 09:54:24.807,1.1856712,0.0,,,2017-10-13 09:53:23.038,,,1.4444444,1001,com.sec.android.app.shealth,2017-10-13 09:37:56.725,,,0.0,68.88,,0.0,,0.0
-14400000,,live_data.167.blob,,812.721,,,,dOU0jyvERH,659828,2017-10-13 19:23:15.017,8c0c35df-8116-7f72-853b-09efa45c748e,location_data.168.blob,,,,,,0.0,2017-10-13 19:23:15.017,1.3309199,0.0,,,2017-10-13 19:22:13.610,,,1.5001493,1001,com.sec.android.app.shealth,2017-10-13 19:11:13.782,,,0.0,63.5,,0.0,,0.0
-14400000,,live_data.169.blob,,1813.48,,,,dOU0jyvERH,1754640,2017-10-14 19:41:07.880,fbb030c9-865a-5525-d886-07aa6168e5a1,location_data.170.blob,,,,,,0.0,2017-10-14 19:41:07.880,1.0554832,0.0,,,2017-10-14 19:40:07.141,,,1.5,1001,com.sec.android.app.shealth,2017-10-14 19:10:52.501,,,0.0,127.95,,0.0,,0.0
-14400000,,live_data.171.blob,,1726.8,,,,dOU0jyvERH,1198811,2017-10-17 11:50:28.196,c90ebab0-929a-3b1c-d1c7-a9fdaceb53e5,location_data.172.blob,,,,,,0.0,2017-10-17 11:50:28.196,1.483041,0.0,,,2017-10-17 11:49:26.868,,,1.6111112,1001,com.sec.android.app.shealth,2017-10-17 11:29:28.057,,,0.0,113.92,,0.0,,0.0
-14400000,,live_data.173.blob,,,,,,dOU0jyvERH,1204367,2017-10-18 10:16:59.974,e89239cc-ecc0-3291-d603-76c2c5c8f9e1,location_data.174.blob,,,,,,0.0,2017-10-18 10:16:59.974,,0.0,,,2017-10-18 10:15:19.093,,,,15006,com.sec.android.app.shealth,2017-10-18 09:55:14.726,,,0.0,167.54,,0.0,,0.0
-14400000,,live_data.175.blob,,,,,,dOU0jyvERH,604742,2017-10-25 10:23:05.477,0f492a6d-9e15-c4a9-7f67-96ec782d7808,location_data.176.blob,,,,,,0.0,2017-10-25 10:23:05.477,,0.0,,,2017-10-25 10:16:46.306,,,,15006,com.sec.android.app.shealth,2017-10-25 10:06:41.564,,,0.0,84.126,,0.0,,0.0
-14400000,,live_data.177.blob,,,,,,dOU0jyvERH,400360,2017-10-25 10:29:35.592,c784539c-c14b-c588-d4a6-bc6cfe37512b,location_data.178.blob,,,,,,0.0,2017-10-25 10:29:35.592,,0.0,,,2017-10-25 10:24:46.112,,,,15006,com.sec.android.app.shealth,2017-10-25 10:18:05.752,,,0.0,55.694,,0.0,,0.0
-14400000,,live_data.179.blob,,1120.329,,,,dOU0jyvERH,958834,2017-10-25 18:16:25.812,2b48e84b-4bc3-3d22-1882-ab3b74de4cee,location_data.180.blob,,,,,,0.0,2017-10-25 18:16:25.812,1.3238946,0.0,,,2017-10-25 18:15:23.694,,,1.4722222,1001,com.sec.android.app.shealth,2017-10-25 17:59:24.860,,,0.0,79.79,,0.0,,0.0
-14400000,,live_data.181.blob,,1840.81,,,,dOU0jyvERH,1614940,2017-10-27 10:15:43.672,dfefea41-630e-543a-b118-6ec2cce7f8a8,location_data.182.blob,,,,,,0.0,2017-10-27 10:15:43.672,1.2724202,0.0,,,2017-10-27 10:06:09.580,,,1.5540713,1001,com.sec.android.app.shealth,2017-10-27 09:39:14.640,,,0.0,163.16,,0.0,,0.0
-14400000,,live_data.183.blob,,4202.66,,,,dOU0jyvERH,3038365,2017-10-29 10:25:30.859,5632bfd4-9eda-6be1-a8cd-938d2a39d28c,location_data.184.blob,,,,,,0.0,2017-10-29 10:25:30.859,1.4284537,0.0,,,2017-10-29 10:23:00.831,,,1.5555556,1001,com.sec.android.app.shealth,2017-10-29 09:32:22.466,,,0.0,282.11,,0.0,,0.0
-14400000,,live_data.185.blob,,1962.316,,,,dOU0jyvERH,1849944,2017-10-31 10:10:34.673,f2cb6ffc-009f-cdec-9595-7f199336bcf2,location_data.186.blob,,,,,,0.0,2017-10-31 10:10:34.673,1.1790199,0.0,,,2017-10-31 10:09:33.001,,,1.6111112,1001,com.sec.android.app.shealth,2017-10-31 09:38:43.057,,,0.0,164.39,,0.0,,0.0
-14400000,,live_data.187.blob,,,,,,dOU0jyvERH,1193957,2017-11-01 10:18:10.884,a1ac14ba-68f0-b604-7883-2c71fffcb8ac,location_data.188.blob,,,,,,0.0,2017-11-01 10:18:10.884,,0.0,,,2017-11-01 10:16:28.820,,,,15006,com.sec.android.app.shealth,2017-11-01 09:56:34.863,,,0.0,166.092,,0.0,,0.0
-14400000,,live_data.189.blob,,1046.472,,,,dOU0jyvERH,909132,2017-11-04 13:50:29.622,79862f56-c685-183e-7042-abe96fc70f70,location_data.190.blob,,,,,,0.0,2017-11-04 13:50:29.622,1.3493183,0.0,,,2017-11-04 13:49:13.826,,,1.5277778,1001,com.sec.android.app.shealth,2017-11-04 13:34:04.694,,,0.0,83.06,,0.0,,0.0
-14400000,,live_data.191.blob,,1054.381,,,,dOU0jyvERH,901640,2017-11-04 14:09:49.378,ffb1fba1-5d15-b3df-2e96-235bc0b61808,location_data.192.blob,,,,,,0.0,2017-11-04 14:09:49.378,1.3691415,0.0,,,2017-11-04 14:08:49.008,,,1.5277778,1001,com.sec.android.app.shealth,2017-11-04 13:53:47.368,,,0.0,79.66,,0.0,,0.0
-18000000,,live_data.193.blob,,872.802,,,,dOU0jyvERH,826673,2017-11-07 09:57:05.464,e7eb2137-3f67-10fd-ab17-2d6454a3105c,location_data.194.blob,,,,,,0.0,2017-11-07 09:57:05.464,1.1600806,0.0,,,2017-11-07 09:56:03.344,,,1.3744805,1001,com.sec.android.app.shealth,2017-11-07 09:42:16.671,,,0.0,70.52,,0.0,,0.0
-18000000,,live_data.195.blob,,,,,,dOU0jyvERH,1195158,2017-11-08 10:14:47.269,51bc4328-8210-b407-1edb-f44b185756f9,location_data.196.blob,,,,,,0.0,2017-11-08 10:14:47.269,,0.0,,,2017-11-08 10:13:05.718,,,,15006,com.sec.android.app.shealth,2017-11-08 09:53:10.560,,,0.0,166.259,,0.0,,0.0
-18000000,,live_data.197.blob,,780.117,,,,dOU0jyvERH,606151,2017-11-08 19:34:54.648,d2bbd0ce-1202-2245-452b-07e5fe0b33de,location_data.198.blob,,,,,,0.0,2017-11-08 19:34:54.648,1.4771816,0.0,,,2017-11-08 19:33:53.694,,,2.20079,1001,com.sec.android.app.shealth,2017-11-08 19:23:47.543,,,0.0,72.72,,0.0,,0.0
-18000000,,live_data.199.blob,,,,,,dOU0jyvERH,1610270,2017-11-11 10:01:42.319,c12d586f-04d4-49a9-a345-e02988fc368c,location_data.200.blob,,,,,,0.0,2017-11-11 10:01:42.319,,0.0,,,2017-11-11 10:00:40.832,,,,0,com.sec.android.app.shealth,2017-11-11 09:33:50.562,,,0.0,154.22,,0.0,,0.0
-18000000,,live_data.201.blob,,990.429,,,,dOU0jyvERH,871069,2017-11-14 09:50:46.237,e2bdd1e5-2666-32da-0122-051f90f3e171,location_data.202.blob,,,,,,0.0,2017-11-14 09:50:46.237,1.1530101,0.0,,,2017-11-14 09:49:44.221,,,1.2673751,1001,com.sec.android.app.shealth,2017-11-14 09:35:13.152,,,0.0,81.51,,0.0,,0.0
-18000000,,live_data.203.blob,,814.199,,,,dOU0jyvERH,706882,2017-11-17 12:20:22.218,7b822e4f-ba74-e109-185b-64198416e5ae,location_data.204.blob,,,,,,0.0,2017-11-17 12:20:22.218,1.2298313,0.0,,,2017-11-17 12:19:21.168,,,1.4722222,1001,com.sec.android.app.shealth,2017-11-17 12:07:34.286,,,0.0,55.56,,0.0,,0.0
-18000000,,live_data.205.blob,,985.06,,,,dOU0jyvERH,887087,2017-11-21 09:56:38.417,ac3717aa-8787-3cc8-4ecf-8e83e8e4282b,location_data.206.blob,,,,,,0.0,2017-11-21 09:56:38.417,1.154308,0.0,,,2017-11-21 09:55:36.281,,,1.3333334,1001,com.sec.android.app.shealth,2017-11-21 09:40:49.194,,,0.0,78.7,,0.0,,0.0
-18000000,,live_data.207.blob,,857.56,,,,dOU0jyvERH,781382,2017-11-24 13:23:11.396,53170b97-32d9-0b1a-e49c-84280b0fac07,location_data.208.blob,,,,,,0.0,2017-11-24 13:23:11.396,1.2006606,0.0,,,2017-11-24 13:22:10.400,,,1.7222222,1001,com.sec.android.app.shealth,2017-11-24 13:09:09.018,,,0.0,60.95,,0.0,,0.0
-18000000,,live_data.209.blob,,2186.6,,,,dOU0jyvERH,1688493,2017-11-26 13:54:58.214,be25e7ea-61c9-ac47-824e-24ff9e771669,location_data.210.blob,,,,,,0.0,2017-11-26 13:54:58.214,1.3529205,0.0,,,2017-11-26 13:53:56.106,,,1.5029888,1001,com.sec.android.app.shealth,2017-11-26 13:25:47.613,,,0.0,147.81,,0.0,,0.0
-18000000,,live_data.211.blob,,2002.899,,,,dOU0jyvERH,1839248,2017-11-28 10:11:35.571,e04c71cc-97b9-252c-ab65-bf1ba9ee9a7e,location_data.212.blob,,,,,,0.0,2017-11-28 10:11:35.571,1.1168962,0.0,,,2017-11-28 10:10:33.205,,,1.4444444,1001,com.sec.android.app.shealth,2017-11-28 09:39:53.957,,,0.0,153.25,,0.0,,0.0
-18000000,,live_data.213.blob,,,,,,dOU0jyvERH,1188212,2017-11-29 10:23:32.822,180b28c6-8bad-3baf-b047-d5dc5dcfbcb1,location_data.214.blob,,,,,,0.0,2017-11-29 10:23:32.822,,0.0,,,2017-11-29 10:21:51.271,,,,15006,com.sec.android.app.shealth,2017-11-29 10:02:03.059,,,0.0,165.293,,0.0,,0.0
-18000000,,live_data.215.blob,,972.66,,,,dOU0jyvERH,855637,2017-11-30 10:01:11.995,054ffdea-1285-c191-c312-239bd1ca0766,location_data.216.blob,,,,,,0.0,2017-11-30 10:01:11.995,1.2196105,0.0,,,2017-11-30 10:00:09.952,,,1.6944444,1001,com.sec.android.app.shealth,2017-11-30 09:45:54.315,,,0.0,63.86,,0.0,,0.0
-18000000,,live_data.217.blob,,3071.557,,,,dOU0jyvERH,2257638,2017-12-03 15:24:21.121,55576ad3-e42a-89a7-5a8d-d265b767e71c,location_data.218.blob,,,,,,0.0,2017-12-03 15:24:21.121,1.478195,0.0,,,2017-12-03 15:23:20.132,,,1.75,1001,com.sec.android.app.shealth,2017-12-03 14:45:42.494,,,0.0,210.92,,0.0,,0.0
-18000000,,live_data.219.blob,,2509.832,,,,dOU0jyvERH,1773470,2017-12-03 16:23:39.359,4ef5fc9e-bfe9-e8de-73a7-e8c6698c6b66,location_data.220.blob,,,,,,0.0,2017-12-03 16:23:39.359,1.509878,0.0,,,2017-12-03 16:22:38.069,,,1.6111112,1001,com.sec.android.app.shealth,2017-12-03 15:53:04.599,,,0.0,176.68,,0.0,,0.0
-18000000,,live_data.221.blob,,,,,,dOU0jyvERH,682644,2017-12-09 10:42:59.685,22c0bf21-806a-4eea-acd7-1f1568ac36b1,location_data.222.blob,,,,,,0.0,2017-12-09 10:42:59.685,,0.0,,,2017-12-09 10:41:57.935,,,,0,com.sec.android.app.shealth,2017-12-09 10:30:35.291,,,0.0,61.22,,0.0,,0.0
-18000000,,live_data.223.blob,,2330.77,,,,dOU0jyvERH,1976688,2017-12-19 10:13:49.655,d6e0743f-4d08-5238-ed8e-8f26f6c22090,location_data.224.blob,,,,,,0.0,2017-12-19 10:13:49.655,1.2143469,0.0,,,2017-12-19 10:12:42.394,,,1.6111112,1001,com.sec.android.app.shealth,2017-12-19 09:39:45.706,,,0.0,159.42,,0.0,,0.0
-18000000,,live_data.225.blob,,7783.18,,,,HhGX3b5ODm,5826382,2017-12-23 11:38:03.192,7eab3285-8ef2-4ae6-965d-848ccce53ebd,,,,,,,,2017-12-23 11:38:03.192,1.3358514,,,,2017-12-23 11:37:06.000,,,2.3888888,1001,com.sec.android.app.shealth,2017-12-23 10:00:00.000,,,,562.72003,,,,
-18000000,,live_data.226.blob,,4072.75,,,,HhGX3b5ODm,3966503,2017-12-24 12:52:36.527,f5f00431-1733-44fc-b5ee-87a245bf7b15,,,,,,,,2017-12-24 12:52:36.527,1.026786,,,,2017-12-24 12:31:06.000,,,1.7222222,1001,com.sec.android.app.shealth,2017-12-24 11:25:00.000,,,,405.94,,,,
-18000000,,live_data.227.blob,,4587.51,,,,dOU0jyvERH,3804011,2017-12-24 11:22:00.699,59ac3462-b539-73f1-69bf-e34e545ed727,location_data.228.blob,,,,,,0.0,2017-12-24 11:22:00.699,1.4373509,0.0,,,2017-12-24 11:20:59.020,,,2.1888103,1001,com.sec.android.app.shealth,2017-12-24 10:17:35.009,,,0.0,350.09,,0.0,,0.0
-18000000,,live_data.229.blob,,4810.02,,,,dOU0jyvERH,3857422,2017-12-24 12:29:37.180,197e1008-cdca-4e84-dcf7-e2101f6f3f86,location_data.230.blob,,,,,,0.0,2017-12-24 12:29:37.180,1.5242535,0.0,,,2017-12-24 12:28:35.857,,,2.0277777,1001,com.sec.android.app.shealth,2017-12-24 11:24:18.435,,,0.0,336.44,,0.0,,0.0
-18000000,,live_data.231.blob,,917.231,,,,dOU0jyvERH,862461,2018-01-03 16:40:20.696,08d9ab54-8b13-0fd2-7d0e-2f42f828690a,location_data.232.blob,,,,,,0.0,2018-01-03 16:40:20.696,1.2324724,0.0,,,2018-01-03 16:39:19.393,,,1.7784076,1001,com.sec.android.app.shealth,2018-01-03 16:24:56.932,,,0.0,60.48,,0.0,,0.0
-18000000,,live_data.233.blob,,796.909,,,,dOU0jyvERH,715183,2018-01-07 14:30:53.184,6839dc61-da8a-0fe1-1a36-1881d3ee3773,location_data.234.blob,,,,,,0.0,2018-01-07 14:30:53.184,1.1674229,0.0,,,2018-01-07 14:29:52.984,,,1.7034283,1001,com.sec.android.app.shealth,2018-01-07 14:17:57.801,,,0.0,55.31,,0.0,,0.0
-18000000,,live_data.235.blob,,,,,,dOU0jyvERH,1121727,2018-01-10 10:21:39.495,00512b74-4ede-285f-d1e9-fcce46e763cb,location_data.236.blob,,,,,,0.0,2018-01-10 10:21:39.495,,0.0,,,2018-01-10 10:19:59.287,,,,15006,com.sec.android.app.shealth,2018-01-10 10:01:17.560,,,0.0,156.044,,0.0,,0.0
-18000000,,live_data.237.blob,,1251.96,,,,HhGX3b5ODm,1155397,2018-01-13 15:46:52.791,e9681daa-5ee2-490b-bfb7-62e92a30ccde,,,,,,,,2018-01-13 15:46:52.791,1.0835756,,,,2018-01-13 15:41:21.000,,,2.1111112,1001,com.sec.android.app.shealth,2018-01-13 15:22:06.000,,,,85.51,,,,
